,AGE,SEX,DRINKING,DRUGS,ALC_DET,ALC_STATUS,DRUG_DET,DSTATUS,INJ_SEV,PER_TYP,DAY_WEEK,HOUR_x,WEATHER,LGT_COND,STATE_x
84884,57,1,0,0,1,2,1,2,0,1,5,17,10,5,55
84885,58,2,0,0,9,0,8,0,4,1,5,17,10,5,55
84886,39,1,0,0,1,2,8,2,9,1,6,19,4,2,55
84887,62,1,0,0,9,8,8,8,4,1,6,19,4,2,55
84888,16,1,0,0,9,8,8,8,4,2,6,19,4,2,55
84889,53,1,0,0,1,2,1,2,4,1,2,6,12,2,55
84890,20,1,0,0,1,2,8,8,0,1,2,6,12,2,55
84891,32,2,0,0,9,0,8,0,0,1,2,6,12,2,55
84892,59,2,0,0,9,2,8,2,4,1,5,17,10,2,55
84893,73,1,0,0,9,2,8,8,4,1,5,17,10,2,55
84894,70,2,0,0,9,0,8,0,3,2,5,17,10,2,55
84895,37,2,0,0,9,2,8,2,4,1,2,18,1,2,55
84896,31,1,0,0,9,2,8,2,2,1,2,18,1,2,55
84897,47,1,0,0,9,2,8,2,4,1,7,11,10,1,55
84898,37,2,0,0,9,0,8,0,1,2,7,11,10,1,55
84899,50,1,0,0,9,8,8,8,1,1,7,11,10,1,55
84900,23,1,0,0,9,8,8,8,0,1,6,9,10,1,55
84901,66,1,0,0,9,8,8,8,4,1,6,9,10,1,55
84902,35,1,0,0,1,2,8,8,0,1,3,19,10,2,55
84903,44,1,0,0,9,0,8,0,0,2,3,19,10,2,55
84904,51,1,0,0,9,2,8,2,4,1,3,19,10,2,55
84905,87,1,0,0,9,8,8,8,4,1,6,11,10,1,55
84906,55,1,0,0,5,0,3,0,2,1,6,11,10,1,55
84907,30,2,0,0,5,0,3,0,0,1,6,11,10,1,55
84908,34,2,1,0,9,2,8,2,4,1,6,1,1,3,55
84909,57,1,0,0,9,8,8,8,4,5,6,17,1,3,55
84910,50,1,9,8,9,0,8,0,0,1,6,17,1,3,55
84911,43,1,1,0,5,8,8,8,3,1,1,19,1,5,55
84912,42,2,1,0,9,2,8,2,4,2,1,19,1,5,55
84913,27,1,1,0,9,2,8,2,4,1,6,0,1,3,55
84914,33,2,0,0,9,2,8,2,4,1,4,2,4,3,55
84915,18,2,0,1,9,2,8,8,4,1,6,14,1,1,55
84916,63,1,0,0,9,2,8,8,4,1,5,19,4,2,55
84917,28,1,8,8,9,2,8,2,4,1,1,2,1,3,55
84918,30,1,1,0,9,2,8,8,4,1,7,0,1,3,55
84919,24,1,0,0,9,2,8,8,4,1,3,6,1,2,55
84920,49,1,0,0,9,8,8,8,1,1,3,6,1,2,55
84921,49,1,0,0,9,0,8,0,0,1,6,17,1,1,55
84922,73,2,0,0,9,0,8,0,4,1,6,17,1,1,55
84923,22,2,1,0,5,2,8,8,3,1,4,17,1,1,55
84924,91,1,0,0,9,0,8,0,3,1,4,17,1,1,55
84925,80,2,0,0,9,2,8,2,4,2,4,17,1,1,55
84926,80,1,0,0,9,0,8,0,4,1,5,14,1,1,55
84927,49,1,0,0,9,0,8,0,0,1,5,14,1,1,55
84928,31,1,0,0,9,8,8,8,4,1,2,20,10,2,55
84929,59,2,0,0,9,8,8,8,4,1,5,18,10,5,55
84930,22,1,1,0,5,8,8,8,2,1,5,18,10,5,55
84931,33,1,0,0,1,2,1,2,3,1,4,8,1,1,55
84932,22,2,0,0,9,2,8,2,4,2,4,8,1,1,55
84933,34,2,0,0,1,2,1,2,2,1,4,8,1,1,55
84934,15,1,0,0,9,0,8,0,2,2,4,8,1,1,55
84935,3,1,0,0,9,0,8,0,1,2,4,8,1,1,55
84936,20,2,0,0,9,2,8,2,4,1,2,18,10,2,55
84937,18,2,0,0,9,0,8,0,1,2,2,18,10,2,55
84938,19,1,0,0,9,0,8,0,0,2,2,18,10,2,55
84939,19,1,0,0,9,0,8,0,2,2,2,18,10,2,55
84940,37,1,0,0,9,8,8,8,4,1,7,19,1,2,55
84941,18,2,0,0,9,0,8,0,3,1,7,19,1,2,55
84942,18,1,0,0,9,0,8,0,3,2,7,19,1,2,55
84943,17,2,0,0,9,0,8,0,3,2,7,19,1,2,55
84944,19,1,0,0,9,0,8,0,3,2,7,19,1,2,55
84945,19,2,0,0,9,0,8,0,3,2,7,19,1,2,55
84946,48,1,0,0,9,8,8,8,3,1,1,16,4,1,55
84947,48,2,0,0,9,0,8,0,4,2,1,16,4,1,55
84948,15,2,0,0,9,0,8,0,3,2,1,16,4,1,55
84949,35,1,0,0,9,0,8,0,3,1,1,16,4,1,55
84950,33,2,0,0,9,0,8,0,3,2,1,16,4,1,55
84951,56,2,0,0,9,0,8,0,3,2,1,16,4,1,55
84952,5,1,0,0,9,0,8,0,3,2,1,16,4,1,55
84953,3,2,0,0,9,0,8,0,3,2,1,16,4,1,55
84954,32,2,0,0,9,8,8,8,4,2,1,16,4,1,55
84955,25,2,0,0,9,0,8,0,3,2,1,16,4,1,55
84956,42,1,0,0,9,2,8,2,4,1,3,6,10,2,55
84957,29,1,0,0,9,0,8,0,3,1,3,6,10,2,55
84958,37,2,0,0,9,0,8,0,0,1,4,7,1,1,55
84959,7,2,0,0,9,0,8,0,0,2,4,7,1,1,55
84960,5,2,0,0,9,0,8,0,0,2,4,7,1,1,55
84961,15,1,0,0,1,2,8,2,4,1,4,7,1,1,55
84962,50,2,0,0,9,0,8,0,2,1,4,18,1,3,55
84963,14,1,0,0,9,0,8,0,1,2,4,18,1,3,55
84964,51,1,0,1,9,2,1,2,4,1,4,18,1,3,55
84965,16,1,0,0,1,2,8,8,3,1,7,7,10,4,55
84966,57,1,0,0,9,2,8,2,4,1,7,7,10,4,55
84967,81,2,0,0,9,0,8,2,4,1,5,14,1,1,55
84968,66,1,0,0,1,2,1,2,2,1,5,14,1,1,55
84969,19,1,0,0,9,8,8,8,4,1,1,20,1,2,55
84970,18,1,0,0,9,0,8,0,2,2,1,20,1,2,55
84971,32,2,1,0,9,2,8,2,4,1,1,8,4,1,55
84972,38,2,0,0,1,2,8,0,1,1,1,8,4,1,55
84973,6,2,0,0,9,0,8,0,4,5,2,7,5,4,55
84974,4,2,0,0,9,0,8,0,1,5,2,7,5,4,55
84975,76,1,0,0,9,8,8,8,0,1,2,7,5,4,55
84976,16,1,0,0,9,8,8,8,4,1,6,7,1,1,55
84977,15,1,0,0,9,2,8,8,4,2,6,7,1,1,55
84978,54,2,0,0,9,2,8,2,4,1,1,19,1,2,55
84979,47,1,1,0,9,8,8,0,0,1,1,19,1,2,55
84980,43,2,0,0,9,0,8,0,0,2,1,19,1,2,55
84981,46,2,8,0,9,0,8,0,0,2,1,19,1,2,55
84982,67,1,0,0,9,8,8,8,2,1,5,5,1,2,55
84983,54,1,0,0,1,2,1,2,4,1,5,5,1,2,55
84984,81,2,0,0,5,8,8,8,4,1,1,11,1,1,55
84985,81,1,0,0,9,0,8,0,3,2,1,11,1,1,55
84986,47,2,1,1,1,2,1,2,4,1,5,22,1,2,55
84987,26,2,0,1,1,2,1,2,3,1,5,22,1,2,55
84988,25,2,0,0,1,2,1,2,3,1,5,22,1,2,55
84989,20,2,0,0,9,0,8,0,2,2,5,22,1,2,55
84990,23,2,0,0,9,0,8,0,3,2,5,22,1,2,55
84991,60,1,0,0,9,2,8,2,4,5,3,20,1,3,55
84992,20,2,8,8,9,0,8,0,0,2,3,20,1,3,55
84993,20,1,0,1,9,0,2,8,0,1,3,20,1,3,55
84994,48,1,0,0,9,0,8,0,0,1,3,11,1,1,55
84995,26,1,0,0,9,0,8,0,3,1,3,11,1,1,55
84996,67,1,0,0,9,2,8,2,4,2,3,11,1,1,55
84997,53,1,0,0,9,2,8,2,4,5,6,22,11,2,55
84998,24,1,1,0,1,2,1,2,0,1,6,22,11,2,55
84999,24,1,0,0,9,0,8,0,0,2,6,22,11,2,55
85000,59,1,9,9,9,8,8,8,4,5,6,2,1,3,55
85001,54,1,0,0,9,0,8,0,2,1,6,2,1,3,55
85002,37,1,0,0,9,8,8,2,4,5,3,18,10,3,55
85003,47,1,0,1,9,8,3,8,0,1,3,18,10,3,55
85004,36,2,0,0,9,2,8,2,4,5,1,19,1,3,55
85005,27,1,9,9,9,0,8,0,0,1,1,19,1,3,55
85006,15,2,1,1,9,8,8,8,4,1,2,2,1,2,55
85007,31,2,1,0,9,8,8,8,0,1,2,2,99,2,55
85008,30,1,0,0,9,0,8,0,0,2,2,2,99,2,55
85009,27,1,0,0,9,8,8,8,4,2,2,2,99,2,55
85010,54,1,0,0,9,2,8,0,0,1,4,6,5,4,55
85011,42,1,0,0,1,2,8,2,4,1,4,6,5,4,55
85012,43,1,1,0,5,2,8,2,4,1,7,23,1,2,55
85013,34,2,0,0,9,2,8,2,4,2,7,23,1,2,55
85014,90,2,0,0,9,0,8,0,4,1,7,9,11,1,55
85015,26,1,1,0,9,2,8,2,4,1,5,0,10,2,55
85016,68,1,0,0,9,8,8,8,4,5,1,21,1,3,55
85017,56,1,1,0,5,8,8,8,0,1,1,21,1,3,55
85018,28,2,0,0,9,0,8,0,0,1,7,21,1,2,55
85019,30,1,1,0,9,8,8,8,4,2,7,21,1,2,55
85020,53,1,0,0,9,8,8,8,0,1,1,20,1,2,55
85021,46,2,0,0,9,8,8,8,4,2,1,20,1,2,55
85022,34,1,0,1,9,8,8,8,4,1,3,13,1,1,55
85023,60,1,0,0,9,8,8,8,1,1,3,13,1,1,55
85024,45,2,0,1,9,8,8,8,4,1,4,15,1,1,55
85025,23,1,0,0,9,8,8,8,4,1,4,15,1,1,55
85026,21,2,1,0,5,2,8,8,4,1,4,5,10,2,55
85027,20,1,0,0,9,0,8,0,3,1,5,18,4,1,55
85028,60,2,0,0,9,2,8,2,4,1,5,18,4,1,55
85029,24,1,1,0,1,2,1,2,4,1,6,23,1,3,55
85030,26,1,1,0,9,2,8,2,4,2,6,23,1,3,55
85031,26,1,1,0,9,2,8,2,4,2,6,23,1,3,55
85032,22,1,1,0,9,2,8,2,4,2,6,23,1,3,55
85033,27,1,0,0,9,8,8,8,0,1,1,12,10,1,55
85034,64,2,0,0,9,8,8,8,4,1,1,12,10,1,55
85035,14,2,0,0,9,0,8,0,3,2,1,12,10,1,55
85036,68,1,0,0,9,8,8,0,4,5,4,20,1,3,55
85037,23,2,0,0,9,0,8,0,0,1,4,20,1,3,55
85038,91,1,9,0,1,2,1,2,4,5,2,10,1,1,55
85039,27,1,0,0,9,8,8,8,0,1,2,10,1,1,55
85040,25,1,9,9,9,0,8,0,0,1,2,0,1,3,55
85041,23,2,8,8,9,0,8,0,1,2,2,0,1,3,55
85042,22,1,8,8,9,0,8,0,0,2,2,0,1,3,55
85043,62,2,0,0,9,8,8,8,4,1,2,0,1,3,55
85044,46,1,0,0,9,8,8,8,4,1,6,23,10,2,55
85045,57,1,0,0,9,2,8,2,4,1,1,19,1,5,55
85046,30,1,1,1,9,8,8,8,3,1,3,23,1,2,55
85047,24,2,0,0,9,2,8,2,4,1,3,23,1,2,55
85048,34,1,1,0,9,8,8,8,4,1,6,8,1,1,55
85049,44,1,0,0,9,0,8,0,3,2,6,8,1,1,55
85050,42,2,0,0,9,8,8,8,4,2,6,8,1,1,55
85051,43,1,0,0,9,0,8,0,3,1,6,6,1,4,55
85052,998,8,0,0,9,0,8,0,5,2,6,6,1,4,55
85053,18,2,0,0,9,2,8,2,4,1,6,6,1,4,55
85054,27,1,9,1,9,2,8,2,2,1,6,9,10,1,55
85055,23,1,0,0,9,2,8,2,4,1,6,9,10,1,55
85056,20,2,0,0,9,2,8,2,4,2,6,9,10,1,55
85057,47,2,0,0,9,0,8,0,0,3,6,9,10,1,55
85058,76,2,0,0,9,2,8,8,3,1,4,10,1,1,55
85059,76,1,0,0,9,2,8,2,4,1,4,10,1,1,55
85060,73,2,0,0,9,2,8,2,4,2,4,10,1,1,55
85061,36,1,1,0,1,2,8,8,2,1,1,21,1,2,55
85062,54,2,0,0,9,8,8,8,4,2,1,21,1,2,55
85063,63,1,0,0,9,2,8,2,4,1,1,20,1,3,55
85064,33,1,0,0,9,2,8,2,4,1,1,15,1,1,55
85065,22,1,0,0,9,8,8,8,4,1,7,13,1,1,55
85066,43,1,0,0,9,8,8,8,4,1,3,18,2,1,55
85067,72,1,0,0,1,2,1,2,1,1,3,18,2,1,55
85068,37,1,0,0,9,2,8,2,4,1,2,99,99,9,55
85069,42,2,0,0,9,2,8,2,4,2,2,99,99,9,55
85070,46,1,0,0,9,2,8,0,4,1,3,19,1,1,55
85071,33,1,0,0,9,0,8,0,2,2,3,19,1,1,55
85072,998,9,0,0,9,0,8,0,1,2,3,19,1,1,55
85073,31,1,0,0,9,2,8,2,4,1,4,21,1,3,55
85074,39,1,0,0,9,0,8,0,3,2,4,21,1,3,55
85075,42,1,0,0,9,0,8,0,1,1,4,21,1,3,55
85076,10,2,0,0,9,0,8,0,2,2,4,21,1,3,55
85077,46,2,0,0,9,2,8,2,4,5,3,21,1,3,55
85078,46,1,0,0,1,2,1,2,0,1,3,21,1,3,55
85079,41,1,0,0,9,2,8,2,4,1,7,99,1,2,55
85080,33,2,1,0,9,8,8,0,4,1,5,22,1,2,55
85081,73,1,1,0,9,2,8,8,4,1,2,99,5,2,55
85082,22,1,1,0,1,2,1,2,4,1,7,4,1,3,55
85083,22,1,0,0,1,2,1,2,4,1,5,20,10,2,55
85084,24,2,1,0,1,2,1,2,4,2,5,20,10,2,55
85085,21,1,0,0,1,2,1,2,3,1,5,20,10,2,55
85086,19,1,1,0,2,2,8,0,3,1,1,0,1,3,55
85087,18,1,1,0,9,8,8,8,4,2,1,0,1,3,55
85088,63,1,0,0,9,8,8,8,3,1,3,12,10,1,55
85089,55,1,0,0,9,2,8,2,4,1,3,12,10,1,55
85090,23,1,0,0,9,0,8,0,4,1,7,20,1,2,55
85091,18,1,0,0,9,0,8,0,4,2,7,20,1,2,55
85092,30,2,0,1,9,8,8,8,4,1,1,15,1,1,55
85093,30,1,0,0,9,0,8,0,3,2,1,15,1,1,55
85094,3,1,0,0,9,0,8,0,3,2,1,15,1,1,55
85095,0,2,0,0,9,0,8,0,3,2,1,15,1,1,55
85096,77,2,0,0,9,8,8,8,4,1,6,16,1,1,55
85097,11,1,0,0,9,0,8,0,2,2,6,16,1,1,55
85098,66,1,1,0,5,2,8,8,4,1,1,12,1,1,55
85099,71,1,0,0,9,2,8,2,4,1,3,13,1,1,55
85100,65,2,0,0,9,0,8,0,3,2,3,13,1,1,55
85101,63,1,0,0,9,0,8,0,2,3,3,13,1,1,55
85102,22,1,1,0,9,8,8,8,4,1,1,0,10,2,55
85103,29,2,1,1,9,2,8,2,4,1,1,4,99,2,55
85104,51,2,0,0,9,8,8,8,4,1,5,14,1,1,55
85105,68,1,0,0,9,8,8,8,0,1,5,14,1,1,55
85106,65,2,0,0,9,0,8,0,0,2,5,14,1,1,55
85107,30,1,0,0,9,0,8,0,2,2,5,14,1,1,55
85108,45,1,1,0,9,8,8,8,4,5,3,0,10,3,55
85109,60,1,8,8,9,0,2,0,0,1,3,0,10,3,55
85110,21,1,8,8,9,0,8,0,0,2,3,0,10,3,55
85111,73,1,0,0,1,2,8,8,0,1,5,13,1,1,55
85112,34,1,0,0,9,8,8,8,4,1,5,13,1,1,55
85113,16,1,0,0,9,0,8,0,2,1,4,19,1,1,55
85114,17,1,0,0,9,0,8,0,0,2,4,19,1,1,55
85115,17,1,0,0,9,0,8,0,2,2,4,19,1,1,55
85116,21,1,0,0,9,8,8,8,4,2,4,19,1,1,55
85117,42,2,0,1,9,2,8,2,4,1,5,9,1,1,55
85118,30,2,0,0,3,0,3,0,2,1,5,9,1,1,55
85119,3,2,0,0,9,0,8,0,2,2,5,9,1,1,55
85120,16,1,1,0,2,2,8,0,2,1,4,1,2,2,55
85121,16,1,0,0,9,8,8,8,4,2,4,1,2,2,55
85122,16,1,0,0,9,0,8,0,3,2,4,1,2,2,55
85123,78,1,0,0,9,8,8,8,0,1,4,15,1,1,55
85124,64,1,0,0,9,8,8,8,4,1,4,15,1,1,55
85125,66,1,0,0,9,0,8,0,0,1,5,10,1,1,55
85126,87,1,0,0,9,8,8,8,4,1,5,10,1,1,55
85127,86,2,0,0,9,0,8,0,0,2,5,10,1,1,55
85128,65,1,0,0,9,8,8,8,4,1,2,15,1,1,55
85129,32,1,0,0,9,8,8,8,2,1,5,16,10,1,55
85130,30,1,0,0,9,0,8,0,2,2,5,16,10,1,55
85131,48,2,0,0,9,8,8,8,4,1,5,16,10,1,55
85132,59,1,0,0,9,2,8,2,4,2,5,16,10,1,55
85133,28,1,0,1,9,8,8,8,4,1,6,5,5,1,55
85134,34,1,0,0,9,0,8,0,2,1,6,5,5,1,55
85135,36,1,1,0,1,2,1,2,4,1,7,2,10,2,55
85136,60,1,0,0,9,8,8,8,4,5,7,99,1,4,55
85137,38,1,8,8,9,8,8,8,0,1,7,99,1,4,55
85138,24,1,1,0,1,2,8,8,0,1,6,23,1,3,55
85139,21,1,0,0,9,0,8,0,0,2,6,23,1,3,55
85140,20,2,0,0,9,0,8,0,0,2,6,23,1,3,55
85141,17,2,0,0,9,0,8,0,0,2,6,23,1,3,55
85142,19,2,0,0,9,0,8,0,0,2,6,23,1,3,55
85143,19,2,0,0,9,0,8,0,3,1,6,23,1,3,55
85144,19,2,0,0,9,2,8,2,4,2,6,23,1,3,55
85145,19,2,0,0,9,0,8,0,3,2,6,23,1,3,55
85146,37,1,1,0,9,8,3,8,4,1,4,3,1,2,55
85147,83,2,8,8,9,8,8,8,4,5,7,15,1,1,55
85148,34,1,1,0,5,8,8,0,1,1,7,15,1,1,55
85149,20,1,0,0,9,0,8,0,3,1,3,14,10,1,55
85150,24,1,0,0,9,0,8,0,3,2,3,14,10,1,55
85151,21,1,0,0,9,8,8,8,4,2,3,14,10,1,55
85152,18,2,0,0,1,2,1,2,4,5,1,18,10,1,55
85153,41,1,8,8,9,2,8,2,0,1,1,18,10,1,55
85154,95,2,0,0,9,2,8,2,4,1,5,8,1,1,55
85155,33,1,0,0,9,0,8,0,0,1,5,8,1,1,55
85156,23,1,0,0,9,8,8,8,4,1,7,12,1,1,55
85157,63,1,0,0,9,0,8,0,0,1,7,12,1,1,55
85158,38,2,0,0,9,0,8,0,0,1,7,12,1,1,55
85159,49,1,0,0,9,0,8,0,3,1,6,10,1,1,55
85160,38,1,0,0,9,2,8,2,4,2,6,10,1,1,55
85161,43,1,1,0,9,2,8,2,4,1,7,0,1,2,55
85162,32,1,0,0,9,0,8,0,2,2,7,0,1,2,55
85163,17,1,0,0,9,8,8,8,3,1,7,11,10,1,55
85164,67,2,0,0,9,2,8,2,4,1,7,11,10,1,55
85165,31,1,0,1,1,2,1,2,4,1,4,19,10,5,55
85166,68,1,0,0,1,2,1,2,0,1,4,19,10,5,55
85167,46,1,1,1,1,2,8,8,2,1,7,15,1,1,55
85168,44,2,1,1,1,2,8,2,4,2,7,15,1,1,55
85169,22,1,0,0,9,8,8,8,4,1,1,23,1,3,55
85170,17,2,0,0,9,0,8,0,3,2,1,23,1,3,55
85171,24,1,1,0,2,2,8,0,0,1,1,23,1,3,55
85172,22,2,0,0,9,0,8,0,0,2,1,23,1,3,55
85173,23,2,0,0,9,0,8,0,0,2,1,23,1,3,55
85174,68,1,0,0,9,0,8,0,4,1,1,11,1,1,55
85175,31,1,0,0,9,2,8,2,2,1,1,11,1,1,55
85176,75,1,0,0,1,2,1,2,3,1,1,13,1,1,55
85177,63,2,0,0,9,0,8,0,2,2,1,13,1,1,55
85178,12,1,0,0,9,0,8,0,3,2,1,13,1,1,55
85179,64,2,0,0,9,0,8,0,3,1,1,13,1,1,55
85180,89,2,0,0,9,2,8,0,4,2,1,13,1,1,55
85181,59,1,0,0,9,0,8,0,3,2,1,13,1,1,55
85182,20,1,0,1,9,8,1,2,3,1,4,20,1,5,55
85183,19,2,0,0,9,0,8,0,3,2,4,20,1,5,55
85184,21,1,0,0,9,8,8,8,3,1,4,20,1,5,55
85185,14,1,0,0,9,2,8,2,4,2,4,20,1,5,55
85186,29,1,1,0,5,2,8,2,4,1,5,23,1,2,55
85187,15,1,0,0,9,0,8,0,0,1,5,23,1,2,55
85188,34,1,0,0,9,2,8,2,4,1,6,18,1,1,55
85189,33,1,1,0,9,8,8,8,4,1,7,19,1,1,55
85190,38,2,0,0,9,8,8,8,4,5,2,22,5,2,55
85191,46,1,0,0,9,0,8,0,3,5,2,22,5,2,55
85192,16,2,0,0,9,8,8,8,2,1,2,22,5,2,55
85193,24,1,9,9,9,0,8,0,0,1,3,15,1,1,55
85194,998,9,0,0,9,0,8,0,0,2,3,15,1,1,55
85195,58,1,0,0,9,0,8,0,0,1,3,15,1,1,55
85196,58,2,0,0,9,0,8,0,4,2,3,15,1,1,55
85197,27,1,1,0,1,2,8,8,2,1,1,6,1,1,55
85198,17,2,0,0,9,0,8,0,3,2,1,6,1,1,55
85199,24,1,0,0,9,0,8,0,3,2,1,6,1,1,55
85200,22,2,0,0,9,0,8,0,3,2,1,6,1,1,55
85201,21,2,0,0,9,8,8,8,4,2,1,6,1,1,55
85202,50,1,1,1,5,8,8,8,2,1,7,16,1,1,55
85203,50,2,0,0,9,0,8,0,4,2,7,16,1,1,55
85204,68,2,1,0,9,8,8,8,3,1,3,19,1,1,55
85205,69,1,0,0,9,2,8,2,4,2,3,19,1,1,55
85206,64,1,0,0,9,0,8,0,0,1,6,6,1,1,55
85207,18,1,0,0,1,2,1,2,2,1,6,6,1,1,55
85208,22,1,0,0,9,2,8,0,4,1,6,6,1,1,55
85209,16,1,0,0,9,8,8,8,4,1,7,23,1,2,55
85210,24,1,0,0,9,8,8,8,4,1,1,18,1,1,55
85211,27,2,8,8,9,8,8,8,4,2,1,18,1,1,55
85212,69,1,0,0,9,2,8,2,4,1,7,9,1,1,55
85213,48,1,1,0,9,8,8,8,4,1,7,16,1,1,55
85214,31,1,1,0,1,2,1,2,4,1,1,20,1,5,55
85215,49,1,1,0,9,2,8,2,4,1,2,10,10,2,55
85216,70,1,0,0,1,2,8,8,2,1,6,16,10,1,55
85217,23,1,0,0,9,8,8,8,4,1,6,16,10,1,55
85218,51,1,0,0,9,2,8,2,4,1,7,23,99,9,55
85219,27,1,0,0,9,0,8,0,2,1,2,20,2,2,55
85220,37,1,0,0,9,2,8,2,4,1,2,20,2,2,55
85221,28,1,1,0,1,2,1,2,4,1,7,1,1,2,55
85222,83,2,0,0,9,0,8,0,3,1,3,17,1,1,55
85223,82,2,0,0,9,8,8,8,4,2,3,17,1,1,55
85224,48,1,0,0,1,2,8,8,2,1,3,17,1,1,55
85225,18,1,0,0,9,8,8,8,3,1,6,13,1,1,55
85226,18,2,0,0,9,0,8,0,2,2,6,13,1,1,55
85227,20,2,0,0,9,8,8,8,4,2,6,13,1,1,55
85228,19,1,0,0,9,2,8,2,4,1,7,1,1,3,55
85229,20,1,0,0,9,0,8,0,3,2,7,1,1,3,55
85230,19,1,0,0,9,0,8,0,2,2,7,1,1,3,55
85231,25,1,0,0,9,2,8,2,4,5,6,9,1,1,55
85232,37,1,8,8,9,0,8,0,0,1,6,9,1,1,55
85233,55,1,0,0,9,8,8,8,4,1,6,6,1,1,55
85234,72,1,0,0,9,8,8,8,4,1,6,6,1,1,55
85235,59,2,0,0,9,8,8,8,4,1,6,6,1,1,55
85236,23,2,0,0,9,8,8,8,4,1,6,6,1,1,55
85237,50,1,0,0,9,0,8,0,3,1,6,6,1,1,55
85238,10,1,0,0,9,0,8,0,3,2,6,6,1,1,55
85239,24,1,0,0,9,0,8,0,3,1,6,6,1,1,55
85240,52,2,0,0,9,0,8,0,1,1,6,6,1,1,55
85241,51,1,0,0,9,0,8,0,0,1,6,6,1,1,55
85242,23,1,0,0,9,0,8,0,0,1,4,10,10,1,55
85243,58,2,0,0,9,0,8,0,1,1,4,10,10,1,55
85244,86,2,0,0,9,0,8,0,4,2,4,10,10,1,55
85245,79,1,0,0,9,0,8,0,0,1,4,10,10,1,55
85246,70,1,0,0,9,0,8,0,0,1,4,10,10,1,55
85247,53,1,0,0,9,0,8,0,2,1,1,17,10,1,55
85248,55,2,0,0,9,2,8,8,4,2,1,17,10,1,55
85249,33,1,0,0,9,2,8,2,4,1,7,13,1,1,55
85250,37,1,0,0,9,0,8,0,3,1,7,13,1,1,55
85251,74,2,0,0,9,2,8,2,4,1,6,16,1,1,55
85252,36,2,0,0,9,0,8,0,2,1,6,16,1,1,55
85253,5,1,0,0,9,0,8,0,2,2,6,16,1,1,55
85254,7,2,0,0,9,0,8,0,1,2,6,16,1,1,55
85255,19,2,0,0,9,0,8,0,0,1,6,16,1,1,55
85256,67,2,0,0,9,8,8,8,4,1,2,11,10,1,55
85257,81,2,0,0,9,8,8,8,4,1,2,13,10,1,55
85258,81,1,0,0,9,0,8,0,3,2,2,13,10,1,55
85259,73,2,0,0,9,0,8,0,3,2,2,13,10,1,55
85260,26,2,0,0,9,0,8,0,3,1,2,13,10,1,55
85261,36,1,0,0,9,0,8,0,0,1,2,13,10,1,55
85262,48,1,0,0,9,0,8,0,0,2,2,13,10,1,55
85263,51,1,0,0,9,0,8,0,0,2,2,13,10,1,55
85264,34,1,0,0,9,0,8,0,0,2,2,13,10,1,55
85265,70,1,0,0,1,2,1,2,4,1,2,5,2,2,55
85266,17,1,0,1,9,8,8,8,4,1,4,3,1,2,55
85267,22,1,0,0,1,2,8,8,1,1,1,13,1,1,55
85268,28,1,0,0,9,2,8,2,4,1,1,13,1,1,55
85269,27,2,0,0,9,2,8,2,4,2,1,13,1,1,55
85270,57,2,0,0,9,2,8,2,4,2,1,13,1,1,55
85271,30,1,1,0,9,8,8,8,4,1,1,0,1,2,55
85272,42,1,0,0,9,0,8,0,3,2,1,0,1,2,55
85273,63,1,0,0,9,0,8,0,4,1,1,11,1,1,55
85274,40,1,1,0,9,2,8,2,4,1,1,99,1,2,55
85275,46,1,0,0,9,8,8,8,4,1,2,1,1,3,55
85276,53,1,0,0,9,8,8,8,4,1,7,11,1,1,55
85277,61,2,0,0,9,0,8,0,1,2,7,11,1,1,55
85278,18,1,0,0,9,8,8,8,0,1,7,11,1,1,55
85279,61,1,0,0,9,0,8,0,1,1,7,11,1,1,55
85280,56,2,0,0,9,0,8,0,1,2,7,11,1,1,55
85281,24,1,1,0,1,2,8,0,2,1,6,22,1,2,55
85282,20,2,0,0,9,0,8,0,2,2,6,22,1,2,55
85283,25,1,1,0,9,8,8,8,4,1,6,22,1,2,55
85284,47,1,0,0,9,8,8,8,4,1,4,18,1,1,55
85285,18,1,0,0,9,8,8,8,0,1,4,14,1,1,55
85286,18,1,0,0,9,0,8,0,0,2,4,14,1,1,55
85287,26,1,0,0,9,8,8,8,4,1,4,14,1,1,55
85288,34,2,0,0,9,8,8,8,3,1,4,11,1,1,55
85289,67,1,0,0,9,0,8,0,3,1,4,11,1,1,55
85290,68,2,0,0,9,8,8,8,4,2,4,11,1,1,55
85291,53,1,0,0,9,8,8,8,4,6,4,18,1,1,55
85292,19,2,0,0,1,2,1,2,0,1,4,18,1,1,55
85293,12,1,0,0,9,8,8,8,4,6,5,18,1,1,55
85294,31,1,0,0,9,8,8,8,0,1,5,18,1,1,55
85295,57,1,0,0,9,8,8,8,4,1,1,15,99,9,55
85296,29,1,0,0,9,8,8,8,0,1,6,15,1,1,55
85297,24,1,0,0,9,8,8,8,4,1,6,15,1,1,55
85298,80,2,0,0,9,2,8,2,4,1,5,16,1,1,55
85299,51,2,0,0,9,0,8,0,2,1,5,16,1,1,55
85300,36,1,1,0,1,2,8,0,3,1,1,21,1,3,55
85301,47,1,0,0,9,8,8,8,4,2,1,21,1,3,55
85302,60,1,0,0,1,2,1,2,0,1,4,20,1,5,55
85303,73,1,0,0,9,8,8,8,4,1,4,20,1,5,55
85304,72,2,0,0,9,0,8,0,3,2,4,20,1,5,55
